Ward ID,Ward/Office,Council Member,Journal Date,Vendor,Expense Type,Description,Account,Amount
12,St. Boniface,Daniel Vandal,25/01/2014,Councillor's Executive Assistant,,Executive Assistant Salary & Benefits,Non-Professional Services,1401.75
13,Transcona,Russ Wyatt,25/01/2014,Councillor's Executive Assistant,,Executive Assistant Salary & Benefits,Non-Professional Services,1789.09
14,Elmwood - East Kildonan,Thomas Steen,25/01/2014,Councillor's Executive Assistant,,Executive Assistant Salary & Benefits,Non-Professional Services,2707.78
15,North Kildonan,Jeff Browaty,25/01/2014,Councillor's Executive Assistant,,Executive Assistant Salary & Benefits,Non-Professional Services,1480.00
10,St. Norbert,Justin Swandel,27/01/2014,Chambre De Commerce,,Membership Fee,Membership Fees,225.00
0,Mayor's Office,Sam Katz,27/01/2014,City of Winnipeg - Journal Entry,Mayor's Expenses,Metered Postage January  2014,Postage,82.51
0,Mayor's Office,Sam Katz,27/01/2014,City of Winnipeg - Journal Entry,Mayor's Expenses,Postage Regular Parcel,Postage,7.94
2,Mynarski,Ross Eadie,27/01/2014,City of Winnipeg - Journal Entry,,Metered Postage January  2014,Postage,1.89
3,Point Douglas,Mike Pagtakhan,27/01/2014,City of Winnipeg - Journal Entry,,Metered Postage January  2014,Postage,17.96
5,St. James - Brooklands,Scott Fielding,27/01/2014,City of Winnipeg - Journal Entry,,Metered Postage January  2014,Postage,1.26
7,Charleswood - Tuxedo,Paula Havixbeck,27/01/2014,City of Winnipeg - Journal Entry,,Metered Postage January  2014,Postage,1.26
8,River Heights - Fort Garry,John Orlikow,27/01/2014,City of Winnipeg - Journal Entry,,Metered Postage January  2014,Postage,4.17
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,27/01/2014,City of Winnipeg - Journal Entry,,Metered Postage January  2014,Postage,4.09
13,Transcona,Russ Wyatt,27/01/2014,City of Winnipeg - Journal Entry,,Metered Postage January  2014,Postage,3.78
14,Elmwood - East Kildonan,Thomas Steen,27/01/2014,City of Winnipeg - Journal Entry,,Metered Postage January  2014,Postage,4.45
15,North Kildonan,Jeff Browaty,27/01/2014,City of Winnipeg - Journal Entry,,Metered Postage January  2014,Postage,1.26
13,Transcona,Russ Wyatt,27/01/2014,La Boutique Del Vino,,Transcona Historical Museum,Ward Activities,244.48
0,Mayor's Office,Sam Katz,28/01/2014,Sam Katz,Mayor's Expenses,Reimbursement-Wireless Service,Telephone-Cellular,89.78
13,Transcona,Russ Wyatt,28/01/2014,Transcona Ringette Association,,Transcona Ringette Tournament,Contrib-Donations,200.00
11,St. Vital,Brian Mayes,28/01/2014,Western Canadian Ringette Championships,,Program Advertisement,Advertising,350.00
13,Transcona,Russ Wyatt,29/01/2014,City of Winnipeg - Journal Entry,,December Charter Payment And Adjustment (Removal Of G.S.T.) For Invoice T-16462.,Ward Activities,216.00
0,Mayor's Office,Sam Katz,29/01/2014,City of Winnipeg - Petty Cash,Mayor's Expenses,Petty Cash Replenishment,"Luncheons, Receptions & Events",172.57
0,Mayor's Office,Sam Katz,29/01/2014,Order Of The Sons Of Italy,Mayor's Expenses,Sponsorship,Promotional,5000.00
0,Mayor's Office,Sam Katz,29/01/2014,Philippine Basketball Association,Mayor's Expenses,Sponsorship,Promotional,1000.00
15,North Kildonan,Jeff Browaty,30/01/2014,All-Net.Ca,,Website Development,Website/Domain Licenses,225.00
8,River Heights - Fort Garry,John Orlikow,30/01/2014,Central Corydon Community Centre Inc,,Spring Corydon Connection,Advertising,300.00
0,Mayor's Office,Sam Katz,30/01/2014,Grant Park High School,Mayor's Expenses,Business Sponsor/Advertisement,Promotional,300.00
5,St. James - Brooklands,Scott Fielding,30/01/2014,Imperial Parking Canada Corporation,,"Feb 1-28, 2014",Parking Space Rental,210.00
6,St. Charles,Grant Nordman,30/01/2014,Imperial Parking Canada Corporation,,"Feb 1-28, 2014",Parking Space Rental,210.00
10,St. Norbert,Justin Swandel,30/01/2014,Imperial Parking Canada Corporation,,"Feb 1-28, 2014",Parking Space Rental,210.00
13,Transcona,Russ Wyatt,30/01/2014,Imperial Parking Canada Corporation,,"Feb 1-28, 2014",Parking Space Rental,210.00
15,North Kildonan,Jeff Browaty,30/01/2014,Jeff Browaty,,Airfare-American Planning Conf,Business Meetings,216.29
15,North Kildonan,Jeff Browaty,30/01/2014,Jeff Browaty,,Airfare-American Planning Conf,Travel-City Business,285.82
15,North Kildonan,Jeff Browaty,30/01/2014,Jeff Browaty,,Card Stock,Stationery and Office Supplies,30.77
15,North Kildonan,Jeff Browaty,30/01/2014,Jeff Browaty,,January Parking,Parking Space Rental,190.00
15,North Kildonan,Jeff Browaty,30/01/2014,Jeff Browaty,,Knowles Centre,Business Meetings,66.13
15,North Kildonan,Jeff Browaty,30/01/2014,Jeff Browaty,,Office Cable,Television Cable,107.89
15,North Kildonan,Jeff Browaty,30/01/2014,Jeff Browaty,,Plast Malanka,Conferences,208.00
15,North Kildonan,Jeff Browaty,30/01/2014,Jeff Browaty,,Recycle Box,Advertising,2795.00
15,North Kildonan,Jeff Browaty,30/01/2014,Jeff Browaty,,Springfield Heights/Chief Pegu,Contrib-Donations,186.80
15,North Kildonan,Jeff Browaty,30/01/2014,Jeff Browaty,,Usa Cellular Service,Telephone-Cellular,61.19
15,North Kildonan,Jeff Browaty,30/01/2014,Jeff Browaty,,Winnipeg Sun,Periodicals and Subscriptions,53.04
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,31/01/2014,Alliance Francaise,,Course 523 Cp,"Training,Workshops and Tuition",690.00
8,River Heights - Fort Garry,John Orlikow,31/01/2014,Central Corydon Community Centre Inc,,Arena Wall Board,Advertising,400.00
0,Mayor's Office,Sam Katz,31/01/2014,City of Winnipeg - Journal Entry,Mayor's Expenses,Ambulance Hospital Benefits January 2014,Ambulance/Hospital Coverage,23.70
0,Mayor's Office,Sam Katz,31/01/2014,City of Winnipeg - Journal Entry,Mayor's Expenses,Salary & Benefits,Payroll Accrual,15425.35
15,North Kildonan,Jeff Browaty,31/01/2014,City of Winnipeg - Journal Entry,,Clear City Clerks & Atd Xerox Charge For January 2014,"Printing,Binding,Photocopying",0.14
6,St. Charles,Grant Nordman,01/02/2014,MTS Mobility,,MTS Account,Telephone,114.07
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,31/01/2014,City of Winnipeg - Journal Entry,,Kiosk 114011 - 220 Red River Air Cadet Squadron Fundraising Social - Councillor Gerbasi,Contrib-Donations,69.12
6,St. Charles,Grant Nordman,31/01/2014,Partnership Of The Manitoba,,Sustainability Workshop,Conferences,75.00
0,Mayor's Office,Sam Katz,31/01/2014,Seed Winnipeg Inc,Mayor's Expenses,First Annual Luncheon,Civic Initiatives,3600.00
1,Old Kildonan,Devi Sharma,31/01/2014,The Winnipeg Chamber Of Commerce,,State Of The City Address,"Luncheons, Receptions & Events",387.50
10,St. Norbert,Justin Swandel,31/01/2014,Western Canadian Ringette Championships,,Program Advertisement,Advertising,150.00
8,River Heights - Fort Garry,John Orlikow,31/01/2014,Winnipeg Outdoor Marketing Group Inc,,Recycle Box,Advertising,2535.00
0,Mayor's Office,Sam Katz,01/02/2014,City of Winnipeg - Journal Entry,Mayor's Expenses,Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",701.43
0,Mayor's Office,Sam Katz,01/02/2014,City of Winnipeg - Journal Entry,Mayor's Expenses,"February 2014  Facility Charges For City Clerks, Council And Mayor'S Office",Tsf to Civic Accommodations,6202.33
1,Old Kildonan,Devi Sharma,01/02/2014,City of Winnipeg - Journal Entry,,Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",1.70
4,Daniel McIntyre,Harvey Smith,01/02/2014,City of Winnipeg - Journal Entry,,Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",2.90
5,St. James - Brooklands,Scott Fielding,01/02/2014,City of Winnipeg - Journal Entry,,Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",0.16
7,Charleswood - Tuxedo,Paula Havixbeck,01/02/2014,City of Winnipeg - Journal Entry,,Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",0.10
8,River Heights - Fort Garry,John Orlikow,01/02/2014,City of Winnipeg - Journal Entry,,Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",0.08
10,St. Norbert,Justin Swandel,01/02/2014,City of Winnipeg - Journal Entry,,Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",12.98
11,St. Vital,Brian Mayes,01/02/2014,City of Winnipeg - Journal Entry,,Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",3.54
12,St. Boniface,Daniel Vandal,01/02/2014,City of Winnipeg - Journal Entry,,Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",5.49
15,North Kildonan,Jeff Browaty,01/02/2014,City of Winnipeg - Journal Entry,,Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",0.43
0,Mayor's Office,Sam Katz,01/02/2014,MTS Communications,Mayor's Expenses,MTS Account,Telephone,525.68
1,Old Kildonan,Devi Sharma,01/02/2014,MTS Communications,,MTS Account,Telephone,226.38
2,Mynarski,Ross Eadie,01/02/2014,MTS Communications,,MTS Account,Telephone,104.06
3,Point Douglas,Mike Pagtakhan,01/02/2014,MTS Communications,,MTS Account,Telephone,63.95
4,Daniel McIntyre,Harvey Smith,01/02/2014,MTS Communications,,MTS Account,Telephone,96.38
5,St. James - Brooklands,Scott Fielding,01/02/2014,MTS Communications,,MTS Account,Telephone,89.21
6,St. Charles,Grant Nordman,01/02/2014,MTS Communications,,MTS Account,Telephone,100.35
7,Charleswood - Tuxedo,Paula Havixbeck,01/02/2014,MTS Communications,,MTS Account,Telephone,73.56
8,River Heights - Fort Garry,John Orlikow,01/02/2014,MTS Communications,,MTS Account,Telephone,60.69
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,01/02/2014,MTS Communications,,MTS Account,Telephone,95.53
10,St. Norbert,Justin Swandel,01/02/2014,MTS Communications,,MTS Account,Telephone,72.72
11,St. Vital,Brian Mayes,01/02/2014,MTS Communications,,MTS Account,Telephone,104.41
12,St. Boniface,Daniel Vandal,01/02/2014,MTS Communications,,MTS Account,Telephone,232.39
13,Transcona,Russ Wyatt,01/02/2014,MTS Communications,,MTS Account,Telephone,91.05
14,Elmwood - East Kildonan,Thomas Steen,01/02/2014,MTS Communications,,MTS Account,Telephone,79.22
15,North Kildonan,Jeff Browaty,01/02/2014,MTS Communications,,MTS Account,Telephone,70.21
1,Old Kildonan,Devi Sharma,01/02/2014,MTS Mobility,,MTS Account,Telephone,131.98
2,Mynarski,Ross Eadie,01/02/2014,MTS Mobility,,MTS Account,Telephone,121.66
3,Point Douglas,Mike Pagtakhan,01/02/2014,MTS Mobility,,MTS Account,Telephone,172.52
4,Daniel McIntyre,Harvey Smith,01/02/2014,MTS Mobility,,MTS Account,Telephone,81.00
5,St. James - Brooklands,Scott Fielding,01/02/2014,MTS Mobility,,MTS Account,Telephone,248.91
7,Charleswood - Tuxedo,Paula Havixbeck,01/02/2014,MTS Mobility,,MTS Account,Telephone,123.66
8,River Heights - Fort Garry,John Orlikow,01/02/2014,MTS Mobility,,MTS Account,Telephone,158.63
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,01/02/2014,MTS Mobility,,MTS Account,Telephone,602.45
10,St. Norbert,Justin Swandel,01/02/2014,MTS Mobility,,MTS Account,Telephone,226.69
11,St. Vital,Brian Mayes,01/02/2014,MTS Mobility,,MTS Account,Telephone,61.48
12,St. Boniface,Daniel Vandal,01/02/2014,MTS Mobility,,MTS Account,Telephone,260.33
14,Elmwood - East Kildonan,Thomas Steen,01/02/2014,MTS Mobility,,MTS Account,Telephone,271.18
15,North Kildonan,Jeff Browaty,01/02/2014,MTS Mobility,,MTS Account,Telephone,725.38
3,Point Douglas,Mike Pagtakhan,03/02/2014,Canadian Chinese Teochew Association,,Chinese New Year Celebration,"Luncheons, Receptions & Events",500.00
2,Mynarski,Ross Eadie,03/02/2014,Cerebral Palsy Association Of Manitoba,,Stationary Bike Race Fundraise,Contrib-Donations,500.00
11,St. Vital,Brian Mayes,03/02/2014,Christa Ragoonath,,South Perimiter Residents,Business Meetings,27.45
0,Mayor's Office,Sam Katz,03/02/2014,City of Winnipeg - Journal Entry,Mayor's Expenses,Ambulance Hospital Benefits February 2014,Ambulance/Hospital Coverage,23.70
13,Transcona,Russ Wyatt,03/02/2014,City of Winnipeg - Journal Entry,,Printing Charges - Internal Printing Recoveries,"Printing,Binding,Photocopying",30.89
12,St. Boniface,Daniel Vandal,03/02/2014,Daniel Vandal,,City Hall Issues,Business Meetings,30.89
12,St. Boniface,Daniel Vandal,03/02/2014,Daniel Vandal,,Community Club Issues,Business Meetings,37.18
12,St. Boniface,Daniel Vandal,03/02/2014,Daniel Vandal,,Public Works Issues,Business Meetings,31.03
12,St. Boniface,Daniel Vandal,03/02/2014,Daniel Vandal,,Sherlock 2014 Map,Stationery and Office Supplies,13.99
13,Transcona,Russ Wyatt,03/02/2014,Foodfare,,Christmas Hamper Turkeys,Contrib-Donations,1244.55
8,River Heights - Fort Garry,John Orlikow,03/02/2014,John Orlikow,,2014 Budget - Cjob 68,Advertising,356.25
5,St. James - Brooklands,Scott Fielding,03/02/2014,Scott Fielding,,Audit Issue,Business Meetings,2.28
5,St. James - Brooklands,Scott Fielding,03/02/2014,Scott Fielding,,Community Incentive Grants,Business Meetings,24.14
5,St. James - Brooklands,Scott Fielding,03/02/2014,Scott Fielding,,Development Issues,Business Meetings,41.15
5,St. James - Brooklands,Scott Fielding,03/02/2014,Scott Fielding,,Potential Town Hall Meeting,Business Meetings,49.46
5,St. James - Brooklands,Scott Fielding,03/02/2014,Scott Fielding,,Ward Issues,Business Meetings,20.25
6,St. Charles,Grant Nordman,03/02/2014,The Army Navy And Air Force Veterans,,Monthly Newsletter,Advertising,324.00
3,Point Douglas,Mike Pagtakhan,03/02/2014,The Indochina Chinese Association,,Chinese New Year Banquet,"Luncheons, Receptions & Events",350.00
2,Mynarski,Ross Eadie,03/02/2014,Ukrainian Canadian Social Services Inc,,Nasha Hromada,Advertising,150.00
0,Mayor's Office,Sam Katz,03/02/2014,Volunteer Manitoba Inc,Mayor's Expenses,Tickets,Protocol,250.00
5,St. James - Brooklands,Scott Fielding,03/02/2014,Winnipeg Outdoor Marketing Group Inc,,Recycle Box,Advertising,130.00
13,Transcona,Russ Wyatt,20/08/2015,Mts Inc,,CWA - Mts,Telephone,178.02
8,River Heights - Fort Garry,John Orlikow,04/02/2014,City of Winnipeg - Journal Entry,,Postage Regular Parcel,Postage,4.66
7,Charleswood - Tuxedo,Paula Havixbeck,04/02/2014,Indo-Canadian Telegram Inc,,January Issue,Advertising,135.00
3,Point Douglas,Mike Pagtakhan,04/02/2014,Indo-Canadian Telegram Inc,,Lug Ad Colour - Jan Issue,Advertising,180.00
12,St. Boniface,Daniel Vandal,04/02/2014,Nelson Mcintyre Collegiate,,"Musical Program ""Footloose""",Advertising,100.00
8,River Heights - Fort Garry,John Orlikow,04/02/2014,Provincial Council Of Women Of,,High Tea 2014,"Luncheons, Receptions & Events",100.00
10,St. Norbert,Justin Swandel,04/02/2014,Winnipeg Outdoor Marketing Group Inc,,Recycle Box,Advertising,180.00
12,St. Boniface,Daniel Vandal,04/02/2014,Winnipeg Outdoor Marketing Group Inc,,Recycle Box,Advertising,360.00
11,St. Vital,Brian Mayes,05/02/2014,St Vital Jr Victorias,,Business Card,Advertising,200.00
5,St. James - Brooklands,Scott Fielding,06/02/2014,City of Winnipeg - Journal Entry,,Interdepartmental Payment For  The Balance Of Invoice# 1222 For Councillor Scott Fielding - Arena Advertising 2014 Business,Advertising,441.73
6,St. Charles,Grant Nordman,06/02/2014,Grant Nordman,,Canadian Capital Cities Confer,Travel-City Business,506.87
12,St. Boniface,Daniel Vandal,06/02/2014,Mts Inc,,Internet,Internet Access,57.24
4,Daniel McIntyre,Harvey Smith,06/02/2014,Rogers Wireless Inc,,Wireless,Telephone-Cellular,137.51
3,Point Douglas,Mike Pagtakhan,07/02/2014,Benchmark Advertising Ltd,,Current Month,Advertising,270.00
6,St. Charles,Grant Nordman,07/02/2014,Benchmark Advertising Ltd,,Current Month,Advertising,540.00
7,Charleswood - Tuxedo,Paula Havixbeck,07/02/2014,Charleswood Senior Centre Inc,,January/February,Advertising,150.00
7,Charleswood - Tuxedo,Paula Havixbeck,07/02/2014,Charleswood Senior Centre Inc,,March/June,Advertising,300.00
11,St. Vital,Brian Mayes,07/02/2014,Louis Riel School Division,,Town Hall Meeting,Ward Activities,25.00
1,Old Kildonan,Devi Sharma,07/02/2014,Manitoba Hydro,,Hydro,"Heat-Gas,Oil,Steam & Electric",327.92
7,Charleswood - Tuxedo,Paula Havixbeck,07/02/2014,Manitoba Opera Association,,Bravo Gala,"Luncheons, Receptions & Events",390.00
11,St. Vital,Brian Mayes,07/02/2014,Norberry-Glenlee Community Centre Inc,,Gym Sign,Advertising,400.00
7,Charleswood - Tuxedo,Paula Havixbeck,07/02/2014,Pegasus Publications Inc,,"Smart Tab, Issue 3",Advertising,150.00
3,Point Douglas,Mike Pagtakhan,07/02/2014,Pilipino Express News Magazine,,Business Card Sized,Advertising,44.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,07/02/2014,Rene Hering,,Removed/Added/Section Change,Website/Domain Licenses,75.00
11,St. Vital,Brian Mayes,07/02/2014,St Vital Agricultural Society,,2014 Fair Book,Advertising,60.00
6,St. Charles,Grant Nordman,07/02/2014,Western Canadian Ringette Championships,,Wrcr Program,Advertising,200.00
10,St. Norbert,Justin Swandel,07/02/2014,Write It Right,,Cc Newsletters,Advertising,680.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,07/02/2014,Write It Right,,Lord Roberts Community Centre,Advertising,200.00
0,Mayor's Office,Sam Katz,08/02/2014,City of Winnipeg - Journal Entry,Mayor's Expenses,Salary & Benefits,Payroll,-15425.35
5,St. James - Brooklands,Scott Fielding,08/02/2014,City of Winnipeg - Journal Entry,,Burdens Redistribution - S-03-14,Non-Professional Services,-54.93
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,08/02/2014,City of Winnipeg - Journal Entry,,Burdens Redistribution - S-03-14,Non-Professional Services,-105.55
14,Elmwood - East Kildonan,Thomas Steen,08/02/2014,City of Winnipeg - Journal Entry,,Burdens Redistribution - S-03-14,Non-Professional Services,54.93
15,North Kildonan,Jeff Browaty,08/02/2014,City of Winnipeg - Journal Entry,,Burdens Redistribution - S-03-14,Non-Professional Services,105.55
0,Mayor's Office,Sam Katz,08/02/2014,City of Winnipeg - Payroll,Mayor's Expenses,Salary & Benefits,Payroll,32166.36
1,Old Kildonan,Devi Sharma,08/02/2014,Councillor's Executive Assistant,,Executive Assistant Salary & Benefits,Non-Professional Services,1033.89
2,Mynarski,Ross Eadie,08/02/2014,Councillor's Executive Assistant,,Executive Assistant Salary & Benefits,Non-Professional Services,1811.48
3,Point Douglas,Mike Pagtakhan,08/02/2014,Councillor's Executive Assistant,,Executive Assistant Salary & Benefits,Non-Professional Services,1928.95
4,Daniel McIntyre,Harvey Smith,08/02/2014,Councillor's Executive Assistant,,Executive Assistant Salary & Benefits,Non-Professional Services,2268.37
5,St. James - Brooklands,Scott Fielding,08/02/2014,Councillor's Executive Assistant,,Executive Assistant Salary & Benefits,Non-Professional Services,2019.21
6,St. Charles,Grant Nordman,08/02/2014,Councillor's Executive Assistant,,Executive Assistant Salary & Benefits,Non-Professional Services,2388.11
7,Charleswood - Tuxedo,Paula Havixbeck,08/02/2014,Councillor's Executive Assistant,,Executive Assistant Salary & Benefits,Non-Professional Services,5219.50
8,River Heights - Fort Garry,John Orlikow,08/02/2014,Councillor's Executive Assistant,,Executive Assistant Salary & Benefits,Non-Professional Services,2246.75
